desertion_no,notice_no,process_state,happen_dt,happen_place,up_kind_nm,kind_nm,kind_full_nm,color_cd,age,weight,sex_cd,neuter_yn,special_mark,care_nm,care_tel,care_addr,org_nm,care_reg_no,notice_sdt,notice_edt,upd_tm,photo_urls,photo_local_paths
441559202601082,경기-양주-2026-00534,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),3(Kg),F,U,온순. 얌전. 코 팥죽색. 눈곱. 눈물자국. 유선발달. 치석. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:24:36.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709942[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709973.jpg,images/441559202601082_0.jpg|images/441559202601082_1.jpg
441559202601081,경기-양주-2026-00535,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),5.7(Kg),M,N,코분홍/검정. 눈곱. 진드기 오염. 치석. 피부질환. 부정교합. 온순. 얌전. ,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:25:05.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709351.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709362.jpg,images/441559202601081_0.jpg|images/441559202601081_1.jpg
441559202601080,경기-양주-2026-00537,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),8.2(Kg),M,N,코 팥죽색. 눈곱. 눈물자국. 겁 있음. 얌전. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:26:15.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709288[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709299.jpg,images/441559202601080_0.jpg|images/441559202601080_1.jpg
441559202601079,경기-양주-2026-00538,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),4.8(Kg),F,U,코 팥죽색. 눈곱. 눈물자국. 유선 발달. 진드기 오염. 치석. 겁 있음. 얌전. 꼬리 단미 안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:26:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709495.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709509.jpg,images/441559202601079_0.jpg|images/441559202601079_1.jpg
441559202601078,경기-양주-2026-00536,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),3.4(Kg),F,U,코 팥죽색. 눈곱. 눈물자국. 유선발달. 진드기 오염. 치석. 겁 있음. 얌전. 꼬리 단미 안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:25:42.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709677.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709688.jpg,images/441559202601078_0.jpg|images/441559202601078_1.jpg
441559202601077,경기-양주-2026-00533,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),3.1(Kg),F,U,코 팥죽색. 눈곱. 눈물자국. 유선발달. 진드기 오염. 치석. 겁 있음. 얌전. 꼬리 단미 안됨.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:24:10.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260905170948.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260905170960.jpg,images/441559202601077_0.jpg|images/441559202601077_1.jpg
441559202601076,경기-양주-2026-00532,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),7.9(Kg),F,U,코분홍/검정. 눈곱. 진드기 오염. 유선발달. 치석. 겁 있음. 얌전. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:23:41.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260905170930.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260905170943.jpg,images/441559202601076_0.jpg|images/441559202601076_1.jpg
441559202601075,경기-양주-2026-00531,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),6(Kg),M,N,코 팥죽색. 눈곱. 눈물자국. 부정교합. 치석. 겁있음. 얌전. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:23:22.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709560.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709604.jpg,images/441559202601075_0.jpg|images/441559202601075_1.jpg
441559202601073,경기-양주-2026-00530,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,갈색&흰색,2020(년생),4.2(Kg),M,N,코 팥죽색. 눈곱. 눈물자국. 치석. 진드기 오염. 온순. 얌전. 꼬리 단미 안됨. 털 뭉침.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:22:52.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709106[2].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709126.jpg,images/441559202601073_0.jpg|images/441559202601073_1.jpg
441559202601072,경기-양주-2026-00529,보호중,20260904,경기 양주시 남면 삼일로 851-34 인근,개,믹스견,[개] 믹스견,흰색,2020(년생),5.8(Kg),M,N,온순. 얌전. 겁. 꼬리 단미 안됨. 털 약간 때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 양주시,341559200900001,20260907,20260917,2026-09-07 13:22:25.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709929.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051709941.jpg,images/441559202601072_0.jpg|images/441559202601072_1.jpg
431373202601464,울산-울주-2026-00648,보호중,20260904,방말길7,개,믹스견,[개] 믹스견,갈색&검정&흰색,2026(60일미만)(년생),5.1(Kg),M,N,겁많고까칠함,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 발리 1144,울산광역시 울주군,331373201200002,20260907,20260917,2026-09-07 11:42:20.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071109460.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071109991.jpg,images/431373202601464_0.jpg|images/431373202601464_1.jpg
428357202601410,인천-강화-2026-00459,보호중,20260904,인화로 462-18 부근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),0.60(Kg),F,N,생후 30일령 추정,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260907,20260917,2026-09-07 15:56:02.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509654[2].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509735[1].jpg,images/428357202601410_0.jpg|images/428357202601410_1.jpg
428357202601409,인천-강화-2026-00458,보호중,20260904,인화로 462-18 부근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),0.74(Kg),F,N,생후 30일령 추정,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260907,20260917,2026-09-07 15:56:02.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509423[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509326[2].jpg,images/428357202601409_0.jpg|images/428357202601409_1.jpg
428357202601408,인천-강화-2026-00457,보호중,20260904,인화로 462-18 부근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),0.60(Kg),F,N,생후 30일령 추정,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260907,20260917,2026-09-07 15:56:01.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509209.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509299.jpg,images/428357202601408_0.jpg|images/428357202601408_1.jpg
428357202601407,인천-강화-2026-00456,보호중,20260904,인화로 462-18 부근,개,믹스견,[개] 믹스견,흰색,2026(60일미만)(년생),0.70(Kg),F,N,생후 30일령 추정,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260907,20260917,2026-09-07 15:56:01.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509270.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071509355.jpg,images/428357202601407_0.jpg|images/428357202601407_1.jpg
428357202601406,인천-강화-2026-00455,보호중,20260904,창후리314-5 부근,개,믹스견,[개] 믹스견,갈색,2021(년생),12.30(Kg),F,N,온순함,베스트동물병원,032-934-9340,"인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",인천광역시 강화군,328357200900001,20260907,20260917,2026-09-07 15:56:01.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071409514[4].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609071409634[1].jpg,images/428357202601406_0.jpg|images/428357202601406_1.jpg
427348202600859,대구-달성-2026-00359,보호중,20260904,하빈면 하산길 129-46,개,믹스견,[개] 믹스견,갈색&검정&흰색,2026(년생),2.8(Kg),M,N,"진드기 감염 심함, 유순함",119동물병원,070-8028-1195,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍) ,대구광역시 달성군,327348201700002,20260907,20260917,2026-09-07 10:48:05.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041309679.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041309725.jpg,images/427348202600859_0.jpg|images/427348202600859_1.jpg
427348202600858,대구-달성-2026-00358,보호중,20260904,옥포 세광 무지개 아파트 ,개,푸들,[개] 푸들,갈색,2025(년생),4.1(Kg),M,N,등록칩 없음. 온순함. 말티푸 외형 ,화원연합동물병원,053-634-7975,대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,대구광역시 달성군,327348201500004,20260907,20260917,2026-09-07 10:48:05.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041009728.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041009831.jpg,images/427348202600858_0.jpg|images/427348202600858_1.jpg
411313202600307,서울-마포-2026-00125,보호중,20260904,마포구청,개,믹스견,[개] 믹스견,갈색&검정&흰색,2013(년생),10(Kg),F,U,노견 심장질환 상태나쁨,홍익동물병원,02-325-2026,서울특별시 마포구 독막로 45 (합정동) ,서울특별시 마포구,311313201000017,20260907,20260917,2026-09-05 10:05:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041409113.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041409210.jpg,images/411313202600307_0.jpg|images/411313202600307_1.jpg
411313202600305,서울-마포-2026-00123,보호중,20260904,도화우성아파트 12동 뒤 벤츠,개,말티즈,[개] 말티즈,흰색,2020(년생),1.96(Kg),F,N,연한녹색하네스 모히칸머리 눈물자국,홍익동물병원,02-325-2026,서울특별시 마포구 독막로 45 (합정동) ,서울특별시 마포구,311313201000017,20260907,20260917,2026-09-05 10:05:14.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041109315.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/08/202609041109538.jpg,images/411313202600305_0.jpg|images/411313202600305_1.jpg
442419202600743,강원-원주-2026-00383,보호중,20260904,허니포레스트주차장,개,믹스견,[개] 믹스견,크림색,2023(년생),10(Kg),F,N,"목줄착용, 마른편, 성격은 온순하나, 케이지 들어가는것을 싫어함",원주시동물보호센터,033-731-1119,강원특별자치도 원주시 호저면 칠봉로 109-17  ,강원특별자치도 원주시,342419200900001,20260906,20260916,2026-09-06 20:30:12.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609062009476.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609062009502.jpg,images/442419202600743_0.jpg|images/442419202600743_1.jpg
413582202600651,광주-북구-2026-00085,보호중,20260904,북구 두암동,개,시츄,[개] 시츄,갈색&흰색,2021(년생),3.7(Kg),F,U,26-0508 쥬쥬 내장칩없음 복부종양,광주동물보호센터,062-613-6770,전남광주통합특별시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,전남광주통합특별시 북구,329362201300001,20260906,20260916,2026-09-06 09:37:37.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609060909723.png|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260906090936.png,images/413582202600651_0.png|images/413582202600651_1.png
450650202602143,제주-제주-2026-02067,보호중,20260904,서귀포시 성산읍 섭지코지로107 섭지코지 인근 일주동로,개,푸들,[개] 푸들,회색,2026(년생),3.8(Kg),M,N,개체관리번호 1662 - 8개월,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:35.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009701.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009713.jpg,images/450650202602143_0.jpg|images/450650202602143_1.jpg
450650202602142,제주-제주-2026-02066,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.7(Kg),M,N,개체관리번호 1661 - 6주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009235.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009249.jpg,images/450650202602142_0.jpg|images/450650202602142_1.jpg
450650202602141,제주-제주-2026-02065,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.8(Kg),M,N,개체관리번호 1660 - 6주차/피부염,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009208.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009221.jpg,images/450650202602141_0.jpg|images/450650202602141_1.jpg
450650202602140,제주-제주-2026-02064,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.7(Kg),F,N,개체관리번호 1659 - 6주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009601.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009613.jpg,images/450650202602140_0.jpg|images/450650202602140_1.jpg
450650202602139,제주-제주-2026-02063,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.4(Kg),F,N,개체관리번호 1658 - 6주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:34.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009307.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009324.jpg,images/450650202602139_0.jpg|images/450650202602139_1.jpg
450650202602138,제주-제주-2026-02062,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.9(Kg),F,N,개체관리번호 1657 - 6주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009818.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009838.jpg,images/450650202602138_0.jpg|images/450650202602138_1.jpg
450650202602137,제주-제주-2026-02061,보호중,20260904,서귀포시 남원읍 수망리 수망교차로 인근 갓길,개,믹스견,[개] 믹스견,검정색,2026(60일미만)(년생),2.4(Kg),F,N,개체관리번호 1656 - 6주차,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주특별자치도,350650201200001,20260905,20260915,2026-09-05 10:20:33.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009841.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051009855.jpg,images/450650202602137_0.jpg|images/450650202602137_1.jpg
448567202601200,경남-창원1-2026-00621,보호중,20260904,마산합포구 가포초등학교,개,믹스견,[개] 믹스견,옅은 황색,2026(년생),7(Kg),M,N,"소방서 인계, 26년 2월생 추정, 착용품 없음",창원동물보호센터,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,경상남도 창원시 의창성산구,348527200900001,20260905,20260915,2026-09-05 08:11:45.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/20260905080937.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609050809908.jpg,images/448567202601200_0.jpg|images/448567202601200_1.jpg
448567202601199,경남-창원1-2026-00620,보호중,20260904,마산회원구 합성동 269-4,개,푸들,[개] 푸들,흰색,2020(년생),4(Kg),F,U,"착용품 없음, 샴푸 냄새",창원동물보호센터,055-225-5701,경상남도 창원시 성산구 공단로474번길 117 (상복동) 창원동물보호센터,경상남도 창원시 의창성산구,348527200900001,20260905,20260915,2026-09-05 08:11:45.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609050809519.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609050809646.jpg,images/448567202601199_0.jpg|images/448567202601199_1.jpg
448536202600825,경남-밀양-2026-00476,보호중,20260904,삼랑진읍,개,믹스견,[개] 믹스견,흰색,2025(년생),9(Kg),M,N,"매우 순하고 애교쟁이, 예쁜 진도 얼굴",밀양시 동물보호센터,070-4113-7288,경상남도 밀양시 삼랑진읍 천태로 472 (삼랑진읍) ,경상남도 밀양시,348536201800001,20260905,20260914,2026-09-12 10:25:50.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509665.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509967.jpg,images/448536202600825_0.jpg|images/448536202600825_1.jpg
447507202600159,경북-안동-2026-00163,보호중,20260904,북후면 영명학교 부근,개,말티즈,[개] 말티즈,흰색,2024(년생),3.5(Kg),F,U,하네스착용 작은체형 순하고 영리함 산책잘함,유기동물보호센터,010-7703-1999,경상북도 안동시 서후면 풍산태사로 3252-29 (서후면) ,경상북도 안동시,347507200900001,20260905,20260914,2026-09-05 14:10:20.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051409378.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051409432.jpg,images/447507202600159_0.jpg|images/447507202600159_1.jpg
444461202600288,충남-예산-2026-00156,보호중,20260904,봉산면 봉림리 595-8,개,믹스견,[개] 믹스견,흰색,2026(년생),3(Kg),M,U,(입양전제 임시보호중)모견과 포획. 3개월령. 겁 먹었으나 착함. 약간 꼬리 흔들음. 얌전함,예산임시동물보호센터,041-339-7838,충청남도 예산군 예산읍 군청로 22  ,충청남도 예산군,344461202400001,20260905,20260914,2026-09-07 21:05:55.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509333.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509370.jpg,images/444461202600288_0.jpg|images/444461202600288_1.jpg
444461202600287,충남-예산-2026-00155,보호중,20260904,봉산면 봉림리 595-8,개,믹스견,[개] 믹스견,갈색&검정&흰색,2023(년생),7(Kg),F,U,자견과 포획. 착하고 귀여움. 얌전함. 조용함. 웃상 강아지,예산임시동물보호센터,041-339-7838,충청남도 예산군 예산읍 군청로 22  ,충청남도 예산군,344461202400001,20260905,20260914,2026-09-05 15:09:30.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509416.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051509452.jpg,images/444461202600287_0.jpg|images/444461202600287_1.jpg
441560202600977,경기-포천-2026-00664,보호중,20260904,경기 포천시 군내면 유교로 209-27 인근,개,믹스견,[개] 믹스견,갈색&흰색,2024(년생),15.2(Kg),F,U,코 팥죽색. 눈곱. 겁 많음. 입질 심함. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,341560201000002,20260905,20260915,2026-09-05 18:09:13.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809709.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809721.jpg,images/441560202600977_0.jpg|images/441560202600977_1.jpg
441560202600976,경기-포천-2026-00663,보호중,20260904,경기 포천시 군내면 유교로 209-27 인근,개,믹스견,[개] 믹스견,갈색&흰색,2024(년생),15.3(Kg),M,N,순함. 입질. 코 팥죽색. 눈곱. 겁있음. 꼬리 담미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,341560201000002,20260905,20260915,2026-09-05 18:09:13.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809638[1].jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809660.jpg,images/441560202600976_0.jpg|images/441560202600976_1.jpg
441560202600975,경기-포천-2026-00662,보호중,20260904,경기 포천시 영중면 금주리 214-7 인근,개,믹스견,[개] 믹스견,갈색&흰색,2024(년생),9.1(Kg),F,U,온순. 얌전. 유선발달. 코 팥죽색. 진드기 오염. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,341560201000002,20260905,20260915,2026-09-05 18:09:13.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809904.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809915.jpg,images/441560202600975_0.jpg|images/441560202600975_1.jpg
441560202600974,경기-포천-2026-00661,보호중,20260904,경기 포천시 군내면 유교로 209-27 인근,개,믹스견,[개] 믹스견,흰색,2024(년생),11(Kg),F,U,순함. 겁. 얌전. 콧등 상처 흔적. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,341560201000002,20260905,20260915,2026-09-05 18:09:13.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809626.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809638.jpg,images/441560202600974_0.jpg|images/441560202600974_1.jpg
441409202600968,경기-김포-2026-00385,보호중,20260904,경기 김포시 월곶면 고양로152번길 21 인근,개,믹스견,[개] 믹스견,기타(갈/검),2026(년생),2.3(Kg),F,U,코 검정. 눈곱. 우안 옆 상처. 겁 있음. 방어적 입질. 꼬리 단미 안됨. 털 상태 양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,341409201400001,20260905,20260915,2026-09-05 18:12:08.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809742.jpg|http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/09/202609051809772.jpg,images/441409202600968_0.jpg|images/441409202600968_1.jpg
