split,filename,relpath,dog_id,camera,sequence,frame,width,height,aspect_ratio,filesize_bytes
train,182_c5s4_5.jpg,train/182_c5s4_5.jpg,182,5,4,5,514,578,0.8893,30998
train,182_c5s4_7.jpg,train/182_c5s4_7.jpg,182,5,4,7,948,911,1.0406,84734
train,182_c6s2_10.jpg,train/182_c6s2_10.jpg,182,6,2,10,411,457,0.8993,17118
train,182_c6s2_11.jpg,train/182_c6s2_11.jpg,182,6,2,11,388,455,0.8527,18510
train,186_c2s3_7.jpg,train/186_c2s3_7.jpg,186,2,3,7,419,347,1.2075,14215
train,186_c2s4_3.jpg,train/186_c2s4_3.jpg,186,2,4,3,578,398,1.4523,19089
train,186_c2s6_6.jpg,train/186_c2s6_6.jpg,186,2,6,6,442,363,1.2176,21410
train,186_c3s1_8.jpg,train/186_c3s1_8.jpg,186,3,1,8,395,327,1.208,18667
train,186_c4s4_4.jpg,train/186_c4s4_4.jpg,186,4,4,4,568,360,1.5778,30198
train,186_c5s4_0.jpg,train/186_c5s4_0.jpg,186,5,4,0,403,340,1.1853,21067
train,186_c5s6_1.jpg,train/186_c5s6_1.jpg,186,5,6,1,485,349,1.3897,22691
train,186_c5s6_2.jpg,train/186_c5s6_2.jpg,186,5,6,2,532,376,1.4149,26026
train,186_c6s2_5.jpg,train/186_c6s2_5.jpg,186,6,2,5,501,394,1.2716,29583
train,187_c1s3_6.jpg,train/187_c1s3_6.jpg,187,1,3,6,626,896,0.6987,51678
train,187_c1s6_1.jpg,train/187_c1s6_1.jpg,187,1,6,1,591,611,0.9673,29613
train,187_c1s6_12.jpg,train/187_c1s6_12.jpg,187,1,6,12,673,788,0.8541,30346
train,187_c2s4_10.jpg,train/187_c2s4_10.jpg,187,2,4,10,1053,872,1.2076,92521
train,187_c2s5_0.jpg,train/187_c2s5_0.jpg,187,2,5,0,537,558,0.9624,26668
train,187_c2s5_2.jpg,train/187_c2s5_2.jpg,187,2,5,2,988,755,1.3086,43518
train,187_c3s1_4.jpg,train/187_c3s1_4.jpg,187,3,1,4,1177,955,1.2325,75057
train,187_c3s1_7.jpg,train/187_c3s1_7.jpg,187,3,1,7,419,1067,0.3927,49769
train,187_c3s5_3.jpg,train/187_c3s5_3.jpg,187,3,5,3,1231,888,1.3863,93390
train,187_c6s5_5.jpg,train/187_c6s5_5.jpg,187,6,5,5,599,603,0.9934,30881
train,187_c6s6_9.jpg,train/187_c6s6_9.jpg,187,6,6,9,1119,894,1.2517,83055
train,188_c1s1_3.jpg,train/188_c1s1_3.jpg,188,1,1,3,437,301,1.4518,12859
train,188_c1s2_8.jpg,train/188_c1s2_8.jpg,188,1,2,8,437,329,1.3283,11820
train,188_c1s3_6.jpg,train/188_c1s3_6.jpg,188,1,3,6,417,317,1.3155,10692
train,188_c2s2_7.jpg,train/188_c2s2_7.jpg,188,2,2,7,432,322,1.3416,11320
train,188_c2s4_1.jpg,train/188_c2s4_1.jpg,188,2,4,1,394,306,1.2876,11568
train,188_c5s1_0.jpg,train/188_c5s1_0.jpg,188,5,1,0,493,360,1.3694,15562
train,188_c5s6_4.jpg,train/188_c5s6_4.jpg,188,5,6,4,385,255,1.5098,10097
train,188_c6s4_2.jpg,train/188_c6s4_2.jpg,188,6,4,2,463,312,1.484,13021
train,19_c1s1_11.jpg,train/19_c1s1_11.jpg,19,1,1,11,104,261,0.3985,4587
train,19_c1s3_6.jpg,train/19_c1s3_6.jpg,19,1,3,6,219,333,0.6577,30179
train,19_c2s2_3.jpg,train/19_c2s2_3.jpg,19,2,2,3,53,141,0.3759,1878
train,19_c2s5_4.jpg,train/19_c2s5_4.jpg,19,2,5,4,361,249,1.4498,11282
train,19_c2s5_9.jpg,train/19_c2s5_9.jpg,19,2,5,9,158,174,0.908,4730
train,19_c3s3_1.jpg,train/19_c3s3_1.jpg,19,3,3,1,249,271,0.9188,23361
train,19_c3s3_10.jpg,train/19_c3s3_10.jpg,19,3,3,10,292,190,1.5368,8132
train,19_c3s5_0.jpg,train/19_c3s5_0.jpg,19,3,5,0,129,188,0.6862,8249
train,19_c4s1_12.jpg,train/19_c4s1_12.jpg,19,4,1,12,111,256,0.4336,5844
train,19_c4s3_8.jpg,train/19_c4s3_8.jpg,19,4,3,8,158,162,0.9753,10721
train,19_c5s4_2.jpg,train/19_c5s4_2.jpg,19,5,4,2,78,175,0.4457,2810
train,19_c5s5_5.jpg,train/19_c5s5_5.jpg,19,5,5,5,254,199,1.2764,17638
train,21_c1s2_8.jpg,train/21_c1s2_8.jpg,21,1,2,8,287,198,1.4495,15613
train,21_c1s6_7.jpg,train/21_c1s6_7.jpg,21,1,6,7,266,181,1.4696,17884
train,21_c1s6_9.jpg,train/21_c1s6_9.jpg,21,1,6,9,345,215,1.6047,23869
train,21_c2s1_2.jpg,train/21_c2s1_2.jpg,21,2,1,2,371,275,1.3491,28850
train,21_c2s3_1.jpg,train/21_c2s3_1.jpg,21,2,3,1,393,249,1.5783,24731
train,21_c3s3_6.jpg,train/21_c3s3_6.jpg,21,3,3,6,261,178,1.4663,17641
train,21_c4s2_0.jpg,train/21_c4s2_0.jpg,21,4,2,0,336,229,1.4672,22055
train,21_c4s3_4.jpg,train/21_c4s3_4.jpg,21,4,3,4,364,283,1.2862,29156
train,21_c5s2_3.jpg,train/21_c5s2_3.jpg,21,5,2,3,394,316,1.2468,32422
train,22_c3s4_5.jpg,train/22_c3s4_5.jpg,22,3,4,5,133,122,1.0902,6498
train,22_c3s5_7.jpg,train/22_c3s5_7.jpg,22,3,5,7,126,127,0.9921,5904
train,22_c5s5_1.jpg,train/22_c5s5_1.jpg,22,5,5,1,122,123,0.9919,5505
train,22_c5s5_4.jpg,train/22_c5s5_4.jpg,22,5,5,4,126,133,0.9474,5829
train,22_c5s5_8.jpg,train/22_c5s5_8.jpg,22,5,5,8,129,131,0.9847,6773
train,22_c6s1_6.jpg,train/22_c6s1_6.jpg,22,6,1,6,117,108,1.0833,4616
train,22_c6s3_3.jpg,train/22_c6s3_3.jpg,22,6,3,3,127,113,1.1239,5251
train,22_c6s4_0.jpg,train/22_c6s4_0.jpg,22,6,4,0,119,126,0.9444,5458
train,24_c1s2_6.jpg,train/24_c1s2_6.jpg,24,1,2,6,164,190,0.8632,7162
train,24_c2s1_0.jpg,train/24_c2s1_0.jpg,24,2,1,0,143,207,0.6908,7053
train,24_c2s3_7.jpg,train/24_c2s3_7.jpg,24,2,3,7,111,216,0.5139,5807
train,24_c3s1_1.jpg,train/24_c3s1_1.jpg,24,3,1,1,160,192,0.8333,12855
train,24_c3s1_5.jpg,train/24_c3s1_5.jpg,24,3,1,5,141,189,0.746,5137
train,24_c3s3_3.jpg,train/24_c3s3_3.jpg,24,3,3,3,139,173,0.8035,12994
train,24_c4s4_4.jpg,train/24_c4s4_4.jpg,24,4,4,4,140,186,0.7527,5554
train,24_c4s5_3.jpg,train/24_c4s5_3.jpg,24,4,5,3,115,172,0.6686,10471
train,24_c5s3_2.jpg,train/24_c5s3_2.jpg,24,5,3,2,144,188,0.766,12700
train,24_c6s1_1.jpg,train/24_c6s1_1.jpg,24,6,1,1,178,176,1.0114,5405
train,25_c2s3_7.jpg,train/25_c2s3_7.jpg,25,2,3,7,164,114,1.4386,5751
train,25_c2s4_3.jpg,train/25_c2s4_3.jpg,25,2,4,3,159,116,1.3707,7605
train,25_c3s6_6.jpg,train/25_c3s6_6.jpg,25,3,6,6,172,119,1.4454,6829
train,25_c4s2_4.jpg,train/25_c4s2_4.jpg,25,4,2,4,174,122,1.4262,9545
train,25_c4s6_1.jpg,train/25_c4s6_1.jpg,25,4,6,1,172,119,1.4454,6939
train,25_c5s4_2.jpg,train/25_c5s4_2.jpg,25,5,4,2,173,126,1.373,7459
train,25_c6s3_5.jpg,train/25_c6s3_5.jpg,25,6,3,5,172,122,1.4098,7653
train,26_c1s2_7.jpg,train/26_c1s2_7.jpg,26,1,2,7,251,197,1.2741,15356
train,26_c3s2_5.jpg,train/26_c3s2_5.jpg,26,3,2,5,172,186,0.9247,7965
train,26_c4s1_8.jpg,train/26_c4s1_8.jpg,26,4,1,8,238,183,1.3005,13256
train,26_c4s3_4.jpg,train/26_c4s3_4.jpg,26,4,3,4,133,138,0.9638,4062
train,26_c4s4_3.jpg,train/26_c4s4_3.jpg,26,4,4,3,242,226,1.0708,34794
train,26_c5s1_0.jpg,train/26_c5s1_0.jpg,26,5,1,0,196,186,1.0538,11323
train,26_c6s5_1.jpg,train/26_c6s5_1.jpg,26,6,5,1,165,176,0.9375,6462
train,26_c6s6_2.jpg,train/26_c6s6_2.jpg,26,6,6,2,247,200,1.235,11714
train,27_c2s5_0.jpg,train/27_c2s5_0.jpg,27,2,5,0,146,160,0.9125,3884
train,27_c3s4_6.jpg,train/27_c3s4_6.jpg,27,3,4,6,142,155,0.9161,3861
train,27_c4s1_4.jpg,train/27_c4s1_4.jpg,27,4,1,4,153,162,0.9444,3645
train,27_c6s3_2.jpg,train/27_c6s3_2.jpg,27,6,3,2,158,161,0.9814,3852
train,27_c6s4_1.jpg,train/27_c6s4_1.jpg,27,6,4,1,159,159,1.0,4136
train,27_c6s6_3.jpg,train/27_c6s6_3.jpg,27,6,6,3,160,164,0.9756,4308
train,28_c2s4_3.jpg,train/28_c2s4_3.jpg,28,2,4,3,200,183,1.0929,9851
train,28_c3s5_2.jpg,train/28_c3s5_2.jpg,28,3,5,2,201,179,1.1229,9801
train,28_c4s1_1.jpg,train/28_c4s1_1.jpg,28,4,1,1,209,177,1.1808,9151
train,28_c5s1_5.jpg,train/28_c5s1_5.jpg,28,5,1,5,306,157,1.949,11288
train,28_c5s6_6.jpg,train/28_c5s6_6.jpg,28,5,6,6,226,178,1.2697,10247
train,28_c6s2_7.jpg,train/28_c6s2_7.jpg,28,6,2,7,214,176,1.2159,9654
train,28_c6s6_4.jpg,train/28_c6s6_4.jpg,28,6,6,4,229,147,1.5578,8828
train,28_c6s6_8.jpg,train/28_c6s6_8.jpg,28,6,6,8,241,175,1.3771,11357
train,29_c1s6_1.jpg,train/29_c1s6_1.jpg,29,1,6,1,77,64,1.2031,1735
train,29_c2s3_4.jpg,train/29_c2s3_4.jpg,29,2,3,4,76,59,1.2881,1628
train,29_c2s3_6.jpg,train/29_c2s3_6.jpg,29,2,3,6,79,57,1.386,1553
train,29_c3s2_3.jpg,train/29_c3s2_3.jpg,29,3,2,3,87,61,1.4262,1833
train,29_c3s6_9.jpg,train/29_c3s6_9.jpg,29,3,6,9,67,50,1.34,1440
train,29_c4s5_8.jpg,train/29_c4s5_8.jpg,29,4,5,8,66,52,1.2692,1482
train,29_c4s6_7.jpg,train/29_c4s6_7.jpg,29,4,6,7,78,54,1.4444,2529
train,29_c6s6_2.jpg,train/29_c6s6_2.jpg,29,6,6,2,87,60,1.45,1817
train,29_c6s6_5.jpg,train/29_c6s6_5.jpg,29,6,6,5,89,59,1.5085,1863
train,2_c1s4_2.jpg,train/2_c1s4_2.jpg,2,1,4,2,112,138,0.8116,3476
train,2_c2s1_1.jpg,train/2_c2s1_1.jpg,2,2,1,1,106,122,0.8689,3291
train,2_c2s6_3.jpg,train/2_c2s6_3.jpg,2,2,6,3,116,150,0.7733,4183
train,2_c3s2_4.jpg,train/2_c3s2_4.jpg,2,3,2,4,124,161,0.7702,4807
train,2_c4s1_0.jpg,train/2_c4s1_0.jpg,2,4,1,0,55,99,0.5556,1970
train,2_c4s5_7.jpg,train/2_c4s5_7.jpg,2,4,5,7,98,211,0.4645,8402
train,2_c5s1_8.jpg,train/2_c5s1_8.jpg,2,5,1,8,121,248,0.4879,9926
train,2_c6s1_6.jpg,train/2_c6s1_6.jpg,2,6,1,6,86,182,0.4725,3365
train,2_c6s1_9.jpg,train/2_c6s1_9.jpg,2,6,1,9,73,117,0.6239,2687
train,30_c2s2_6.jpg,train/30_c2s2_6.jpg,30,2,2,6,142,119,1.1933,2325
train,30_c2s3_3.jpg,train/30_c2s3_3.jpg,30,2,3,3,335,281,1.1922,6024
train,30_c2s3_5.jpg,train/30_c2s3_5.jpg,30,2,3,5,199,93,2.1398,2408
train,30_c3s4_7.jpg,train/30_c3s4_7.jpg,30,3,4,7,132,99,1.3333,2375
train,30_c3s5_1.jpg,train/30_c3s5_1.jpg,30,3,5,1,177,487,0.3634,18430
train,30_c3s6_0.jpg,train/30_c3s6_0.jpg,30,3,6,0,285,386,0.7383,16718
train,30_c4s2_4.jpg,train/30_c4s2_4.jpg,30,4,2,4,224,196,1.1429,4606
train,30_c5s3_2.jpg,train/30_c5s3_2.jpg,30,5,3,2,272,442,0.6154,19153
train,33_c1s6_0.jpg,train/33_c1s6_0.jpg,33,1,6,0,395,607,0.6507,56380
train,33_c2s2_4.jpg,train/33_c2s2_4.jpg,33,2,2,4,204,658,0.31,11710
train,33_c2s5_5.jpg,train/33_c2s5_5.jpg,33,2,5,5,318,590,0.539,35041
train,33_c3s4_7.jpg,train/33_c3s4_7.jpg,33,3,4,7,257,648,0.3966,30180
train,33_c5s3_6.jpg,train/33_c5s3_6.jpg,33,5,3,6,257,645,0.3984,26856
train,33_c6s6_1.jpg,train/33_c6s6_1.jpg,33,6,6,1,239,640,0.3734,12942
train,33_c6s6_2.jpg,train/33_c6s6_2.jpg,33,6,6,2,266,745,0.357,33205
train,43_c1s2_7.jpg,train/43_c1s2_7.jpg,43,1,2,7,129,117,1.1026,2600
train,43_c2s2_5.jpg,train/43_c2s2_5.jpg,43,2,2,5,99,60,1.65,1750
train,43_c2s5_6.jpg,train/43_c2s5_6.jpg,43,2,5,6,154,157,0.9809,2916
train,43_c3s2_2.jpg,train/43_c3s2_2.jpg,43,3,2,2,102,93,1.0968,2021
train,43_c4s5_0.jpg,train/43_c4s5_0.jpg,43,4,5,0,329,276,1.192,8094
train,43_c4s5_1.jpg,train/43_c4s5_1.jpg,43,4,5,1,548,303,1.8086,12045
train,43_c4s6_3.jpg,train/43_c4s6_3.jpg,43,4,6,3,90,100,0.9,2003
train,43_c5s6_4.jpg,train/43_c5s6_4.jpg,43,5,6,4,101,72,1.4028,1748
train,44_c1s1_2.jpg,train/44_c1s1_2.jpg,44,1,1,2,401,490,0.8184,38193
train,44_c1s1_3.jpg,train/44_c1s1_3.jpg,44,1,1,3,592,425,1.3929,36820
train,44_c2s1_6.jpg,train/44_c2s1_6.jpg,44,2,1,6,174,256,0.6797,7467
train,44_c2s2_4.jpg,train/44_c2s2_4.jpg,44,2,2,4,310,322,0.9627,14116
train,44_c3s3_8.jpg,train/44_c3s3_8.jpg,44,3,3,8,121,210,0.5762,5432
train,44_c4s6_5.jpg,train/44_c4s6_5.jpg,44,4,6,5,198,273,0.7253,9518
train,44_c5s5_1.jpg,train/44_c5s5_1.jpg,44,5,5,1,205,358,0.5726,32137
train,44_c6s5_7.jpg,train/44_c6s5_7.jpg,44,6,5,7,144,231,0.6234,5695
train,45_c2s5_1.jpg,train/45_c2s5_1.jpg,45,2,5,1,294,261,1.1264,38698
train,45_c3s2_5.jpg,train/45_c3s2_5.jpg,45,3,2,5,382,608,0.6283,89607
train,45_c3s3_0.jpg,train/45_c3s3_0.jpg,45,3,3,0,309,286,1.0804,45970
train,45_c3s5_2.jpg,train/45_c3s5_2.jpg,45,3,5,2,301,248,1.2137,38887
train,45_c3s5_3.jpg,train/45_c3s5_3.jpg,45,3,5,3,319,246,1.2967,36494
train,45_c3s6_4.jpg,train/45_c3s6_4.jpg,45,3,6,4,124,302,0.4106,8986
train,45_c4s6_6.jpg,train/45_c4s6_6.jpg,45,4,6,6,583,491,1.1874,112970
train,45_c5s1_7.jpg,train/45_c5s1_7.jpg,45,5,1,7,609,411,1.4818,111986
train,46_c1s1_13.jpg,train/46_c1s1_13.jpg,46,1,1,13,190,246,0.7724,9536
train,46_c2s4_10.jpg,train/46_c2s4_10.jpg,46,2,4,10,152,193,0.7876,5633
train,46_c2s4_11.jpg,train/46_c2s4_11.jpg,46,2,4,11,175,158,1.1076,6057
train,46_c2s4_4.jpg,train/46_c2s4_4.jpg,46,2,4,4,183,185,0.9892,7263
train,46_c3s3_7.jpg,train/46_c3s3_7.jpg,46,3,3,7,216,211,1.0237,12666
train,46_c5s2_5.jpg,train/46_c5s2_5.jpg,46,5,2,5,200,274,0.7299,12042
train,46_c5s4_12.jpg,train/46_c5s4_12.jpg,46,5,4,12,174,224,0.7768,8304
train,46_c6s1_6.jpg,train/46_c6s1_6.jpg,46,6,1,6,199,250,0.796,12071
train,46_c6s3_0.jpg,train/46_c6s3_0.jpg,46,6,3,0,142,126,1.127,4472
train,48_c1s6_0.jpg,train/48_c1s6_0.jpg,48,1,6,0,62,65,0.9538,1671
train,48_c2s1_4.jpg,train/48_c2s1_4.jpg,48,2,1,4,168,256,0.6562,15748
train,48_c3s2_2.jpg,train/48_c3s2_2.jpg,48,3,2,2,179,259,0.6911,19162
train,48_c3s2_6.jpg,train/48_c3s2_6.jpg,48,3,2,6,331,244,1.3566,23872
train,48_c3s6_7.jpg,train/48_c3s6_7.jpg,48,3,6,7,298,244,1.2213,27617
train,48_c4s5_5.jpg,train/48_c4s5_5.jpg,48,4,5,5,181,239,0.7573,16165
train,48_c4s6_8.jpg,train/48_c4s6_8.jpg,48,4,6,8,254,249,1.0201,22012
train,48_c6s3_0.jpg,train/48_c6s3_0.jpg,48,6,3,0,80,197,0.4061,3353
train,48_c6s3_1.jpg,train/48_c6s3_1.jpg,48,6,3,1,198,259,0.7645,21105
train,49_c1s6_0.jpg,train/49_c1s6_0.jpg,49,1,6,0,197,233,0.8455,19581
train,49_c2s3_5.jpg,train/49_c2s3_5.jpg,49,2,3,5,103,227,0.4537,11625
train,49_c2s4_3.jpg,train/49_c2s4_3.jpg,49,2,4,3,139,321,0.433,19746
train,49_c2s5_7.jpg,train/49_c2s5_7.jpg,49,2,5,7,198,242,0.8182,19059
train,49_c3s5_1.jpg,train/49_c3s5_1.jpg,49,3,5,1,192,243,0.7901,18403
train,49_c4s4_4.jpg,train/49_c4s4_4.jpg,49,4,4,4,162,228,0.7105,17822
train,49_c4s6_3.jpg,train/49_c4s6_3.jpg,49,4,6,3,238,197,1.2081,9895
train,49_c6s5_2.jpg,train/49_c6s5_2.jpg,49,6,5,2,146,280,0.5214,17892
train,51_c1s1_0.jpg,train/51_c1s1_0.jpg,51,1,1,0,109,108,1.0093,5063
train,51_c2s5_6.jpg,train/51_c2s5_6.jpg,51,2,5,6,69,132,0.5227,5531
train,51_c3s1_1.jpg,train/51_c3s1_1.jpg,51,3,1,1,113,110,1.0273,5363
train,51_c3s2_4.jpg,train/51_c3s2_4.jpg,51,3,2,4,124,131,0.9466,8893
train,51_c4s6_7.jpg,train/51_c4s6_7.jpg,51,4,6,7,65,127,0.5118,2756
train,51_c5s3_3.jpg,train/51_c5s3_3.jpg,51,5,3,3,115,111,1.036,6328
train,51_c6s5_2.jpg,train/51_c6s5_2.jpg,51,6,5,2,118,106,1.1132,5701
train,56_c1s6_1.jpg,train/56_c1s6_1.jpg,56,1,6,1,170,138,1.2319,5033
train,56_c2s5_5.jpg,train/56_c2s5_5.jpg,56,2,5,5,493,442,1.1154,31871
train,56_c4s1_4.jpg,train/56_c4s1_4.jpg,56,4,1,4,254,157,1.6178,18613
train,56_c4s4_1.jpg,train/56_c4s4_1.jpg,56,4,4,1,183,226,0.8097,8241
train,56_c4s5_3.jpg,train/56_c4s5_3.jpg,56,4,5,3,294,198,1.4848,22072
train,56_c4s6_6.jpg,train/56_c4s6_6.jpg,56,4,6,6,485,589,0.8234,51438
train,56_c5s3_2.jpg,train/56_c5s3_2.jpg,56,5,3,2,400,259,1.5444,30328
train,56_c6s6_0.jpg,train/56_c6s6_0.jpg,56,6,6,0,123,123,1.0,4597
train,5_c1s5_1.jpg,train/5_c1s5_1.jpg,5,1,5,1,141,359,0.3928,10121
train,5_c1s6_0.jpg,train/5_c1s6_0.jpg,5,1,6,0,132,342,0.386,10172
train,5_c3s4_8.jpg,train/5_c3s4_8.jpg,5,3,4,8,125,298,0.4195,9051
train,5_c3s6_4.jpg,train/5_c3s6_4.jpg,5,3,6,4,109,286,0.3811,8271
train,5_c3s6_7.jpg,train/5_c3s6_7.jpg,5,3,6,7,116,269,0.4312,6907
train,5_c4s4_2.jpg,train/5_c4s4_2.jpg,5,4,4,2,132,323,0.4087,10311
train,5_c5s5_5.jpg,train/5_c5s5_5.jpg,5,5,5,5,112,277,0.4043,7495
train,5_c6s6_6.jpg,train/5_c6s6_6.jpg,5,6,6,6,146,288,0.5069,17983
train,60_c1s6_2.jpg,train/60_c1s6_2.jpg,60,1,6,2,66,58,1.1379,1456
train,60_c2s4_0.jpg,train/60_c2s4_0.jpg,60,2,4,0,61,61,1.0,1322
train,60_c3s3_6.jpg,train/60_c3s3_6.jpg,60,3,3,6,53,87,0.6092,1642
train,60_c5s4_5.jpg,train/60_c5s4_5.jpg,60,5,4,5,31,63,0.4921,972
train,60_c5s5_1.jpg,train/60_c5s5_1.jpg,60,5,5,1,66,61,1.082,1671
train,60_c6s5_3.jpg,train/60_c6s5_3.jpg,60,6,5,3,31,65,0.4769,1082
train,63_c1s5_2.jpg,train/63_c1s5_2.jpg,63,1,5,2,295,265,1.1132,23166
train,63_c1s6_1.jpg,train/63_c1s6_1.jpg,63,1,6,1,396,339,1.1681,46263
train,63_c2s1_5.jpg,train/63_c2s1_5.jpg,63,2,1,5,249,363,0.686,25214
train,63_c2s3_7.jpg,train/63_c2s3_7.jpg,63,2,3,7,455,422,1.0782,47874
train,63_c5s5_6.jpg,train/63_c5s5_6.jpg,63,5,5,6,308,425,0.7247,36787
train,63_c6s5_3.jpg,train/63_c6s5_3.jpg,63,6,5,3,263,264,0.9962,22607
train,63_c6s5_4.jpg,train/63_c6s5_4.jpg,63,6,5,4,284,347,0.8184,29629
train,65_c1s1_9.jpg,train/65_c1s1_9.jpg,65,1,1,9,210,175,1.2,4986
train,65_c1s4_1.jpg,train/65_c1s4_1.jpg,65,1,4,1,94,166,0.5663,2308
train,65_c2s2_4.jpg,train/65_c2s2_4.jpg,65,2,2,4,191,134,1.4254,3316
train,65_c2s5_12.jpg,train/65_c2s5_12.jpg,65,2,5,12,139,118,1.178,2313
train,65_c2s6_5.jpg,train/65_c2s6_5.jpg,65,2,6,5,85,92,0.9239,3199
train,65_c3s2_3.jpg,train/65_c3s2_3.jpg,65,3,2,3,161,104,1.5481,2717
train,65_c3s3_7.jpg,train/65_c3s3_7.jpg,65,3,3,7,115,138,0.8333,3036
train,65_c4s3_2.jpg,train/65_c4s3_2.jpg,65,4,3,2,134,153,0.8758,2914
train,65_c4s5_10.jpg,train/65_c4s5_10.jpg,65,4,5,10,196,122,1.6066,3324
train,65_c5s3_6.jpg,train/65_c5s3_6.jpg,65,5,3,6,116,136,0.8529,2677
train,65_c5s4_8.jpg,train/65_c5s4_8.jpg,65,5,4,8,110,133,0.8271,2703
train,65_c6s6_11.jpg,train/65_c6s6_11.jpg,65,6,6,11,88,113,0.7788,2994
train,66_c1s2_3.jpg,train/66_c1s2_3.jpg,66,1,2,3,90,129,0.6977,4994
train,66_c1s2_4.jpg,train/66_c1s2_4.jpg,66,1,2,4,87,139,0.6259,4461
train,66_c1s5_0.jpg,train/66_c1s5_0.jpg,66,1,5,0,55,72,0.7639,2415
train,66_c2s3_5.jpg,train/66_c2s3_5.jpg,66,2,3,5,101,133,0.7594,3122
train,66_c2s6_6.jpg,train/66_c2s6_6.jpg,66,2,6,6,61,83,0.7349,2668
train,66_c4s6_1.jpg,train/66_c4s6_1.jpg,66,4,6,1,116,113,1.0265,5457
train,66_c5s5_2.jpg,train/66_c5s5_2.jpg,66,5,5,2,109,124,0.879,3719
train,66_c6s2_7.jpg,train/66_c6s2_7.jpg,66,6,2,7,85,113,0.7522,3821
train,66_c6s5_8.jpg,train/66_c6s5_8.jpg,66,6,5,8,107,121,0.8843,4806
train,68_c3s1_8.jpg,train/68_c3s1_8.jpg,68,3,1,8,291,338,0.8609,11338
train,68_c3s4_2.jpg,train/68_c3s4_2.jpg,68,3,4,2,105,95,1.1053,2555
train,68_c3s6_3.jpg,train/68_c3s6_3.jpg,68,3,6,3,64,115,0.5565,3725
train,68_c4s1_6.jpg,train/68_c4s1_6.jpg,68,4,1,6,124,323,0.3839,6037
train,68_c4s5_0.jpg,train/68_c4s5_0.jpg,68,4,5,0,95,91,1.044,1973
train,68_c4s5_5.jpg,train/68_c4s5_5.jpg,68,4,5,5,108,244,0.4426,4071
train,68_c6s2_7.jpg,train/68_c6s2_7.jpg,68,6,2,7,179,307,0.5831,6611
train,68_c6s3_1.jpg,train/68_c6s3_1.jpg,68,6,3,1,94,99,0.9495,2183
train,6_c2s5_6.jpg,train/6_c2s5_6.jpg,6,2,5,6,187,210,0.8905,9296
train,6_c3s4_1.jpg,train/6_c3s4_1.jpg,6,3,4,1,159,188,0.8457,6498
train,6_c4s1_8.jpg,train/6_c4s1_8.jpg,6,4,1,8,194,199,0.9749,9197
train,6_c4s6_2.jpg,train/6_c4s6_2.jpg,6,4,6,2,159,200,0.795,7383
train,6_c4s6_3.jpg,train/6_c4s6_3.jpg,6,4,6,3,165,189,0.873,7442
train,6_c4s6_5.jpg,train/6_c4s6_5.jpg,6,4,6,5,191,201,0.9502,9061
train,6_c5s3_0.jpg,train/6_c5s3_0.jpg,6,5,3,0,171,131,1.3053,12545
train,6_c6s1_4.jpg,train/6_c6s1_4.jpg,6,6,1,4,175,187,0.9358,6379
train,70_c1s3_3.jpg,train/70_c1s3_3.jpg,70,1,3,3,105,111,0.9459,3887
train,70_c2s4_1.jpg,train/70_c2s4_1.jpg,70,2,4,1,95,116,0.819,3841
train,70_c3s2_4.jpg,train/70_c3s2_4.jpg,70,3,2,4,83,76,1.0921,3390
train,70_c3s2_5.jpg,train/70_c3s2_5.jpg,70,3,2,5,86,115,0.7478,3518
train,70_c4s3_7.jpg,train/70_c4s3_7.jpg,70,4,3,7,84,110,0.7636,4031
train,70_c6s6_2.jpg,train/70_c6s6_2.jpg,70,6,6,2,106,112,0.9464,4071
train,70_c6s6_6.jpg,train/70_c6s6_6.jpg,70,6,6,6,86,116,0.7414,3604
train,71_c1s5_1.jpg,train/71_c1s5_1.jpg,71,1,5,1,187,221,0.8462,8380
train,71_c2s2_6.jpg,train/71_c2s2_6.jpg,71,2,2,6,83,126,0.6587,2112
train,71_c2s4_2.jpg,train/71_c2s4_2.jpg,71,2,4,2,93,145,0.6414,3434
train,71_c4s1_3.jpg,train/71_c4s1_3.jpg,71,4,1,3,82,151,0.543,6297
train,71_c4s2_4.jpg,train/71_c4s2_4.jpg,71,4,2,4,92,124,0.7419,2901
train,71_c4s5_5.jpg,train/71_c4s5_5.jpg,71,4,5,5,80,130,0.6154,3724
train,71_c4s6_7.jpg,train/71_c4s6_7.jpg,71,4,6,7,141,90,1.5667,3326
train,73_c1s1_2.jpg,train/73_c1s1_2.jpg,73,1,1,2,164,145,1.131,7023
train,73_c1s5_8.jpg,train/73_c1s5_8.jpg,73,1,5,8,44,49,0.898,1809
train,73_c1s6_1.jpg,train/73_c1s6_1.jpg,73,1,6,1,156,148,1.0541,6989
train,73_c1s6_6.jpg,train/73_c1s6_6.jpg,73,1,6,6,251,169,1.4852,12039
train,73_c2s1_3.jpg,train/73_c2s1_3.jpg,73,2,1,3,176,156,1.1282,6727
train,73_c4s6_5.jpg,train/73_c4s6_5.jpg,73,4,6,5,273,192,1.4219,22236
train,73_c6s1_0.jpg,train/73_c6s1_0.jpg,73,6,1,0,144,154,0.9351,6513
train,73_c6s4_7.jpg,train/73_c6s4_7.jpg,73,6,4,7,93,103,0.9029,4091
train,78_c1s1_8.jpg,train/78_c1s1_8.jpg,78,1,1,8,152,141,1.078,7163
